date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:18:53	43551/43551	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:52%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15032	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15032.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:53	43560/43560	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:52%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15033	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15033.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:53	43550/43550	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:52%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15034	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15034.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:54	43557/43557	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:52%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15035	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15035.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:54	43586/43586	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:53%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15036	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15036.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:54	43571/43571	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:53%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15037	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15037.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:54	43575/43575	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:53%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15038	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15038.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:54	43582/43582	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:53%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15039	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15039.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:55	43586/43586	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:53%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15040	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15040.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:55	43586/43586	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:54%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15041	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15041.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:55	43558/43558	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:54%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15042	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15042.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:55	43541/43541	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:54%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15043	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15043.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:56	43588/43588	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:54%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15044	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15044.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:56	43541/43541	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:55%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15045	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15045.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:56	43524/43524	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:55%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15046	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15046.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:56	43550/43550	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:55%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15047	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15047.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:56	43571/43571	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:55%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15048	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15048.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:57	43586/43586	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:55%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15049	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15049.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:57	43543/43543	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:56%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15050	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15050.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:57	43545/43545	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:56%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15051	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15051.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:57	43533/43533	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:56%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15052	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15052.html	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:57	2714/2714	---M--	200	added ('OK')	image/png	etag:%22a9a-5dccf492425c0%22	https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/backtop_new.png	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/backtop_new.png	(from https://hoahaudulichbansacvietnam.voting.vn/)
22:18:58	4178/4178	---M--	200	added ('OK')	image/gif	etag:%221052-55aa81cdffc40%22	https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/ajax-loader.gif	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/ajax-loader.gif	(from https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/css_vt/slick-theme.css)
22:18:58	474/474	---M--	200	added ('OK')	image/png	etag:%221da-5b9ebc826ea80%22	https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/icon_next.png	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/icon_next.png	(from https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/css_vt/slick-theme.css)
22:18:58	2887/2887	---M--	200	added ('OK')	image/png	etag:%22b47-5c5598de660c0%22	https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/icon_nav.png	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/icon_nav.png	(from https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/css_vt/style.css)
22:18:59	3316/3316	---M--	200	added ('OK')	image/png	etag:%22cf4-5c565baa07540%22	https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/checked.png	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/checked.png	(from https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/css_vt/style.css)
22:18:59	9882/9882	---M--	200	added ('OK')	image/png	etag:%22269a-5dcfc7d15c000%22	https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/no1.png	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/no1.png	(from https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/css_vt/style.css)
22:18:59	252857/252857	---M--	200	added ('OK')	image/png	etag:%223dbb9-5c55fe9491880%22	https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/bg_voting.png	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/bg_voting.png	(from https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/css_vt/style.css)
22:18:59	5017/5017	---M--	200	added ('OK')	image/png	etag:%221399-5c55ffb588240%22	https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/no2.png	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/no2.png	(from https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/css_vt/style.css)
22:18:59	5133/5133	---M--	200	added ('OK')	image/png	etag:%22140d-5c55ffb588240%22	https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/no3.png	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/no3.png	(from https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/css_vt/style.css)
22:19:00	17611/17611	---M--	200	added ('OK')	image/jpeg	etag:%2244cb-5c57dd7d1fb80%22	https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/bg_vote.jpg	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/images_vt/bg_vote.jpg	(from https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/css_vt/style.css)
22:19:00	12154/12154	---M--	200	added ('OK')	text/css	etag:%222f7a-5ea458de82e80%22	https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/css_vt/bxhtop5tamgiac.css	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/css_vt/bxhtop5tamgiac.css	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/bang-xep-hang)
22:19:00	1/1	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Dec%202024%2015:18:59%20GMT	https://hoahaudulichbansacvietnam.voting.vn/dist/	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/dist/index.html	(from https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/js_vt/aos.js)
22:19:00	3570/3570	---M--	200	added ('OK')	text/css	etag:%22df2-5e821e24fd200%22	https://hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/css_vt/bxhtopduoichunhat.css	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/templates/themes/portal03/layout/css_vt/bxhtopduoichunhat.css	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/bang-xep-hang)
22:19:00	1/1	---M--	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2015:18:59%20GMT	https://hoahaudulichbansacvietnam.voting.vn/vi-VN/bxh.phtml	D:/giaodienvote/vote/hoahaudulichbansacvietnam.voting.vn/vi-VN/bxh.html	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/bang-xep-hang)
22:19:01	390314/390314	---M--	200	added ('OK')	image/jpeg	etag:W/%22390314-1722915670000%22	https://media.voting.vn/media/Data-store/Hhdlbs24/web/the.jpg	D:/giaodienvote/vote/media.voting.vn/media/Data-store/Hhdlbs24/web/the.jpg	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/huong-dan-binh-chon)
22:19:02	465679/465679	---M--	200	added ('OK')	image/jpeg	etag:W/%22465679-1722915676000%22	https://media.voting.vn/media/Data-store/Hhdlbs24/web/vn.jpg	D:/giaodienvote/vote/media.voting.vn/media/Data-store/Hhdlbs24/web/vn.jpg	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/huong-dan-binh-chon)
22:19:02	102222/102222	---M--	200	added ('OK')	image/jpeg	etag:W/%22102222-1722855825000%22	https://media.voting.vn/media/Data-store/Hhdlbs24/thumb/882.jpg	D:/giaodienvote/vote/media.voting.vn/media/Data-store/Hhdlbs24/thumb/882.jpg	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15023)
22:19:02	476467/476467	---M--	200	added ('OK')	image/jpeg	etag:W/%22476467-1722915665000%22	https://media.voting.vn/media/Data-store/Hhdlbs24/web/mm.jpg	D:/giaodienvote/vote/media.voting.vn/media/Data-store/Hhdlbs24/web/mm.jpg	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/huong-dan-binh-chon)
22:19:02	870/870	---MC-	200	added ('OK')	text/javascript	date:Fri,%2013%20Dec%202024%2015:19:01%20GMT	https://www.google.com/recaptcha/api.js	D:/giaodienvote/vote/www.google.com/recaptcha/api.js	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15023)
22:19:02	108396/108396	---MCZ	200	added ('OK')	text/javascript	etag:a6952f34f30b03da12cf9608f0990763--gzip	https://sp.zalo.me/plugins/sdk.js	D:/giaodienvote/vote/sp.zalo.me/plugins/sdk.js	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15023)
22:19:03	112077/112077	---M--	200	added ('OK')	image/jpeg	etag:W/%22112077-1722855823000%22	https://media.voting.vn/media/Data-store/Hhdlbs24/thumb/875.jpg	D:/giaodienvote/vote/media.voting.vn/media/Data-store/Hhdlbs24/thumb/875.jpg	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15024)
22:19:03	96384/96384	---M--	200	added ('OK')	image/jpeg	etag:W/%2296384-1722855824000%22	https://media.voting.vn/media/Data-store/Hhdlbs24/thumb/879.jpg	D:/giaodienvote/vote/media.voting.vn/media/Data-store/Hhdlbs24/thumb/879.jpg	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15025)
22:19:03	93638/93638	---M--	200	added ('OK')	image/jpeg	etag:W/%2293638-1722855822000%22	https://media.voting.vn/media/Data-store/Hhdlbs24/thumb/835.jpg	D:/giaodienvote/vote/media.voting.vn/media/Data-store/Hhdlbs24/thumb/835.jpg	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15026)
22:19:04	98526/98526	---M--	200	added ('OK')	image/jpeg	etag:W/%2298526-1722855813000%22	https://media.voting.vn/media/Data-store/Hhdlbs24/thumb/174.jpg	D:/giaodienvote/vote/media.voting.vn/media/Data-store/Hhdlbs24/thumb/174.jpg	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15027)
22:19:04	103226/103226	---M--	200	added ('OK')	image/jpeg	etag:W/%22103226-1722855817000%22	https://media.voting.vn/media/Data-store/Hhdlbs24/thumb/320.jpg	D:/giaodienvote/vote/media.voting.vn/media/Data-store/Hhdlbs24/thumb/320.jpg	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15028)
22:19:04	93531/93531	---M--	200	added ('OK')	image/jpeg	etag:W/%2293531-1722855816000%22	https://media.voting.vn/media/Data-store/Hhdlbs24/thumb/285.jpg	D:/giaodienvote/vote/media.voting.vn/media/Data-store/Hhdlbs24/thumb/285.jpg	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15029)
22:19:04	101773/101773	---M--	200	added ('OK')	image/jpeg	etag:W/%22101773-1722855816000%22	https://media.voting.vn/media/Data-store/Hhdlbs24/thumb/306.jpg	D:/giaodienvote/vote/media.voting.vn/media/Data-store/Hhdlbs24/thumb/306.jpg	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15030)
22:19:05	94715/94715	---M--	200	added ('OK')	image/jpeg	etag:W/%2294715-1722855813000%22	https://media.voting.vn/media/Data-store/Hhdlbs24/thumb/029.jpg	D:/giaodienvote/vote/media.voting.vn/media/Data-store/Hhdlbs24/thumb/029.jpg	(from https://hoahaudulichbansacvietnam.voting.vn/vi-VN/thi-sinh/15031)
